Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 14/09/2020 10:30;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Externa - Interna;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 13/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar
BID4436/OC-BR;12712;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Modernização da Gestão Fiscal - PROFISCO II;17944.101735/2017-59;TA819620;17/10/2018;17/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;70.000.000,00;38.713.595,46;31.286.404,54;Não
BID4444/OC-BR;12713;João Pessoa;Municípios;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Desenvolvimento Urbano Integrado e Sustentável do Município de João Pessoa;17944.101365/2017-50;TA818750;20/12/2018;20/05/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;100.000.000,00;99.410.330,00;589.670,00;Não
BID4445/OC-BR;12714;Maracanaú;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Transporte e Logística Urbana de Maracanaú;17944.101380/2017-06;TA824359;16/11/2018;16/11/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;31.784.500,00;31.384.500,00;400.000,00;Não
BID4458/OC-BR;12763;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de modernização da gestão fiscal do Estado do Maranhão - PROFISCO II - MA;17944.101976/2017-06;TA819138;21/02/2019;21/02/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;35.000.000,00;29.575.834,21;5.424.165,79;Não
BID4459/OC-BR;12762;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Modernização da Gestão Fiscal do Estado do Pará - PROFISCO II - PA;17944.102243/2017-81;TA821599;19/02/2019;19/02/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;35.100.000,00;29.385.729,79;5.714.270,21;Não
BID4460/OC-BR;12756;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Modernização da Gestão Fiscal do Estado do Piauí - PRODAF;17944.101974/2017-17;TA820100;22/01/2019;22/01/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;44.935.000,00;33.716.338,21;11.218.661,79;Não
BID4554/OC-BR;12902;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Aperfeiçoamento da Gestão Fiscal do Estado de Pernambuco - PROFISCO II - PE;17944.103347/2018-93;TB022086;30/09/2019;30/09/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;37.000.000,00;28.779.461,14;8.220.538,86;Não
BID4597/OC-BR;12901;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Modernização da Gestão Fiscal do Estado de Mato Grosso do Sul - PROFISCO II - MS;17944.105485/2018-15;TA834803;16/09/2019;16/09/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;47.700.000,00;45.123.313,00;2.576.687,00;Não
BID4617/OC-BR;12858;Vitória;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Requalificação Urbana e Segurança Cidadã - Lei Municipal nº 9.054, de 28/11/2016;17944.106394/2018-99;TA836815;12/08/2019;12/08/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;100.000.000,00;99.700.000,00;300.000,00;Não
BID4623/OC-BR;12906;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Despoluição do Rio Tietê - Etapa IV;17944.104941/2018-00;TA835792;29/11/2019;29/05/2025;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;300.000.000,00;300.000.000,00;0;Não
BID4632/OC-BR;12907;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Apoio ao Desenvolvimento Urbano e Melhorias de Infraestrutura Municipal - Paraná Urbano III;17944.101636/2018-58;TA712470;16/04/2020;30/12/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;118.370.000,00;82.990.429,25;35.379.570,75;Não
BID4641/OC-BR;12857;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Reestruturação e Qualificação das Redes Assistenciais - Avança Saúde - Lei nº 16.757 - 14/11/17.;17944.107542/2018-92;TA837204;19/06/2019;19/06/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;100.000.000,00;88.733.440,72;11.266.559,28;Não
BID4691/OC-BR;13083;Banco do Brasil;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Títulos Públicos;Desembolsando;Programa de Eficiência Municipal;17944.105301/2018-17;TB999999;27/05/2020;27/05/2025;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;600.000.000,00;600.000.000,00;0;Não
BID4696/OC-BR;12904;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Modernização e Melhoria da Qualidade das Redes de Atenção em Saúde - Melhor Saúde;17944.108818/2018-50;TA841387;22/11/2019;22/11/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;56.000.000,00;55.541.297,55;458.702,45;Não
BID4706/OC-BR;12905;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Apoio à Gestão e Integração dos Fiscos no Brasil - PROFISCO II SP;17944.109290/2018-36;TA838004;21/11/2019;21/09/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;87.120.000,00;74.098.000,00;13.022.000,00;Não
BID4736/OC-BR;12903;Aracaju;Municípios;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Requalificação Urbana da Região Oeste de Aracaju - Construindo para o Futuro;17944.000131/2016-13;TA790401;07/11/2019;07/11/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;75.200.000,00;74.717.469,00;482.531,00;Não
BID649/OC-BR;11946;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir.;00101.680073/7691-33;;27/01/1993;31/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,63%, Tranche Prevista 1: 4,63%;USD;115.000.000,00;0;0;Não
BID713/OC-BR;11881;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;A Definir;10168.005883/1992-31;;17/12/1992;20/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CPS BID + 0%, Tranche Prevista 1: 100% CPS BID + 0%;USD;400.000.000,00;0;0;Não
BID776/OC-BR;11836;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programa para o Gerenciamento Ambiental da Bacia Hidrográfica do Guaíba (Primeira Etapa);00109.510000/3893-88;Linha015;26/07/1995;30/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;110.200.000,00;0;0;Não
BID782/OC-BR;11832;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;10951.000077/1993-30;;09/03/1994;30/06/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,63%, Tranche Prevista 1: 4,63%;USD;300.000.000,00;0;0;Não
BID841/OC-BR;12021;Banco do Nordeste;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Resolução do SF nº 96, de 15.12.1989;Concluído;A definir;10951.000783/1994-35;;12/12/1994;15/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;400.000.000,00;0;0;Não
BID844/OC-BR;11949;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto Sul de Trens Metropolitanos;00101.680052/6294-56;S9709297;06/04/1997;09/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;420.000.000,00;0;54.128.356,27;Não
BID849/OC-BR;12656;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir.;00101.680052/3894-71;;10/01/1995;30/04/2018;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 4%, Tranche Efetiva 2: 100% SCFLibor10 + 0%, Tranche Prevista 1: 100% SCFLibor10 + 0%;USD;302.000.000,00;0;0;Não
BID858/OC-BR;11829;Rio de Janeiro;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Mapeamento Digital e Drenagem Urbana para o Município do Rio de Janeiro - Baía da Guanabara;00109.510008/7094-38;LINHA014;08/05/1995;27/05/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% SCFLibor10 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;28.000.000,00;0;0;Não
BID865/SF-BR;11826;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;99999.999999/9999-99;;28/02/1992;07/01/1998;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4%, Tranche Prevista 1: 4%;USD;15.600.000,00;0;0;Não
BID878/OC-BR;11830;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Saneamento Ambiental da Baía de Todos os Santos;00109.510004/8695-71;LINHA019;01/03/1996;31/05/2018;;Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 2: 100% SCFLibor10 + 0%, Tranche Efetiva 3: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;254.000.000,00;0;9.185.177,69;Não
BID892/SF-BR;11831;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;00101.680056/0692-00;;09/12/1992;11/12/2001;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 3%, Tranche Prevista 1: 3%;USD;39.900.000,00;0;0;Não
BID898/OC-BR;11948;Rio de Janeiro;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Urbanização de Assentamentos Populares;00109.510005/5895-80;linha018;08/12/1995;11/06/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,63%, Tranche Prevista 1: 4,63%;USD;180.000.000,00;0;5.307.018,42;Não
BID911/SF-BR;11891;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programa para o Gerenciamento Ambiental da Bacia Hidrográfica do Guaíba (Primeira Etapa);00109.510000/3893-88;Linha016;26/07/1995;27/12/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 3%, Tranche Prevista 1: 3%;USD;22.100.000,00;0;0;Não
BID916/SF-BR;11889;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;10951.000077/1993-30;;09/03/1994;10/09/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 3%, Tranche Prevista 1: 3%;USD;50.000.000,00;0;0;Não
BID938/OC-BR;11837;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Melhoramento em Favelas;00179.440003/7096-79;Linha020;11/07/1996;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;150.000.000,00;0;10.148.691,56;Não
BID939/OC-BR;12026;Campinas;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Combate às Enchentes;00109.510000/5096-26;S9721987;16/03/1997;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CPS BID + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;19.800.000,00;0;2.615.792,28;Não
BID950/OC-BR;12027;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Expansão, Melhoria e Inovação no Ensino Médio - PROEM;00109.510002/0596-61;S9803771;23/12/1997;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CPS BID + 0%, Tranche Prevista 1: 100% CPS BID + 0%;USD;100.000.000,00;0;16.292.703,99;Não
BID955/OC-BR;11839;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Apoio às Reformas Sociais para o Desenvolvimento de Crianças e Adolescentes;00109.510008/5496-43;S9712899;21/05/1997;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;42.000.000,00;0;5.460.022,59;Não
BID998/OC-BR;11838;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;99999.999999/9999-99;;10/07/1997;14/05/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;150.000.000,00;0;0;Não
BIRD4625-1-BR;12371;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Combate à Pobreza Rural no Estado 2ª Fase (PCPR II);19407.000004/2006-47;TA391245;14/03/2007;20/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 2 + 0%, Tranche Prevista 1: 100% VSL 2 + 0%;USD;30.000.000,00;0;6.850.370,57;Não
BIRD4646-BR;12051;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;4ª Linha do Metrô de SP;10951.001182/2001-30;;25/06/2002;31/01/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;209.000.000,00;0;0;Não
BIRD4649-BR;12052;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;PRODUZIR II - PCPR II;10951.000915/2001-19;;21/02/2002;31/01/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 2 + 0%, Tranche Prevista 1: 100% VSL 2 + 0%;USD;20.800.000,00;0;0;Não
BIRD4660-BR;12053;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;PRAPEM/Microbacias 2;10951.001480/2001-20;;10/05/2002;31/01/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;62.800.000,00;0;0;Não
BIRD4690-BR;12054;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;A definir;19407.000024/2002-94;;23/07/2003;30/04/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;46.000.000,00;0;0;Não
BIRD4735-BR;12055;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Combate à Pobreza Rural - PCPR II;19407.000004/2004-85;TA296775;15/02/2006;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 1 + 0%, Tranche Prevista 1: 100% VSL 1 + 0%;USD;30.000.000,00;0;1.509.027,35;Não
BIRD4754-BR;12056;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto Desenvolvimento Integrado de Pernambuco: Melhoria da Qualidade da Educação;19407.000057/2003-15;TA307457;26/08/2003;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 1 + 0%, Tranche Prevista 1: 100% VSL 1 + 0%;USD;31.500.000,00;0;3.884.724,15;Não
