Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 13/01/2022 08:16
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 31/12/2021

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento
BID1709/OC-BR;11862;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Melhoria da Acessibilidade de Municípios de Pequeno Porte de MG - PROACESSO";19405.000034/2005-92;TA375760;28/04/2006;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;50.000.000,00;0,00;21.451.796,54;Não;Sim
BID1727/OC-BR;11900;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Modernização e Transparência da Gestão Fiscal - PROMOSEFAZ II";19407.000030/2005-94;TA376520;07/07/2006;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;12.000.000,00;0,00;5.557.689,82;Não;Não
BID1735/OC-BR;11958;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Recuperação de Rodovias.";17944.001673/2005-42;TA357461;28/02/2008;31/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;30.000.000,00;0,00;11.618.857,37;Não;Não
BID1738/OC-BR;12037;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Fortalecimento da Atividade Empresarial.";19407.000003/2006-01;TA382030;07/07/2006;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;10.000.000,00;0,00;2.486.783,34;Não;Não
BID1860/OC-BR;11849;BNDES;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Amortizando;"Programa BNDES de Crédito Multisetorial de Apoio às Micro, Pequenas e Médias Empresas";10951.000001/2007-43;TA419057;19/10/2007;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;1.000.000.000,00;0,00;375.000.000,00;Não;Não
BID1909/OC-BR;11863;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Revitalização Ambiental e Qualificação Urbana das Bacias dos Rios Cachoeira, Cubatão e Piraí";19406.000050/2007-37;TA429122;29/01/2008;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;32.670.000,00;0,00;17.798.758,22;Não;Não
BID1911/OC-BR;11850;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Fortalecimento da Competitividade das Empresas Localizadas em Arranjos Produtivos";17944.000473/2006-53;TA377022;13/06/2008;31/08/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;10.000.000,00;0,00;3.872.820,74;Não;Não
BID1957/OC-BR;11901;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Transporte Urbano do Distrito Federal";17944.001477/2007-30;TA445042;30/01/2008;28/01/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;176.775.000,00;0,00;94.214.972,73;Não;Não
BID1960/OC-BR;12038;Campo Grande;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Integrado -Viva Campo Grande";12345.678910/1112-05;TA446227;30/01/2008;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;19.382.000,00;0,00;11.147.568,26;Não;Não
BID1961/OC-BR;11864;Toledo;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Sócio-Econômico Sustentável do Município de Toledo";19406.000412/2007-90;TA450533;23/07/2008;31/08/2013;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;7.333.700,00;0,00;4.216.877,50;Não;Não
BID1979/OC-BR;11903;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Integrado Sócio-Ambiental - PISA";17944.000089/2008-12;TA461088;20/05/2009;20/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;83.270.000,00;0,00;40.069.191,63;Não;Não
BID1980/OC-BR;12041;Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Urbano Ambiental Macambira Anicuns";17944.001017/2007-10;TA454621;16/09/2009;16/05/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;56.700.000,00;0,00;38.052.245,86;Não;Não
BID1986/OC-BR;11902;Vitória;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Urbano e Inclusão Social de Vitória/ES";17944.000779/2007-91;TA460495;14/08/2008;30/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;39.100.000,00;0,00;21.908.751,33;Não;Não
BID1990/OC-BR;11820;Belford Roxo;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Urbanização e Saneamento Ambiental de Belford Roxo";17944.001463/2007-16;TA454909;27/04/2009;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;13.200.000,00;0,00;6.329.623,96;Não;Não
BID1998/OC-BR;11851;Belém;Municípios;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Saneamento da Bacia Estrada Nova - PROMABEM";17944.000457/2008-22;TA462192;02/04/2009;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;68.750.000,00;0,00;42.197.983,23;Não;Não
BID2006/OC-BR;12039;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Social e Ambiental dos Igarapés de Manaus - PROSAMIM II";17944.001047/2008-07;TA469897;10/11/2008;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;154.000.000,00;0,00;92.401.855,68;Não;Não
BID2009/OC-BR;11853;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Investimentos nos Transportes Metropolitanos -  Metrô - 2ª Fase da Linha 5-Lilás";17944.000002/2008-15;TA447419;05/08/2009;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;168.000.000,00;0,00;102.439.024,32;Não;Não
BID2023/OC-BR;11959;BNDES;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Amortizando;"Programa de Crédito para Micro, Pequenas e Médias Empresas - Linha de Crédito Condicional (CCLIP) - 3ª Fase";10951.000893/2008-63;TA475410;19/03/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;1.000.000.000,00;0,00;468.750.000,00;Não;Não
BID2044/OC-BR;12040;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Modernização Fiscal do Estado do Ceará";17944.001466/2008-31;TA472235;20/05/2009;31/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;41.000.000,00;0,00;20.974.089,32;Não;Não
BID2054/OC-BR;12016;Ponta Grossa;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Melhoramento da Infra-Estrutura Urbana do Município de Ponta Grossa";19406.000178/2008-81;TA481031;17/09/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;7.500.000,00;0,00;5.047.894,26;Não;Não
BID2077/OC-BR;11866;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Recuperação de Rodovias - Etapa III";17944.001464/2008-41;TA463370;05/08/2009;31/03/2015;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;194.000.000,00;0,00;121.250.000,00;Não;Não
BID2078/OC-BR;11961;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Apoio à Modernização e Transparência Fiscal  - PROGEFAZ.";17944.001317/2007-91;TA478238;28/09/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;10.000.000,00;0,00;5.111.440,85;Não;Não
BID2081/OC-BR;11960;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento - PROCONFIS.";17944.001659/2008-91;TA482914;22/06/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;409.000.000,00;0,00;204.500.000,05;Não;Não
BID2117/OC-BR;11855;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Consolidação das Cadeias Produtivas - Minas do Princípio ao Fim";19405.000037/2006-15;TA392378;22/10/2009;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;10.000.000,00;0,00;4.508.930,15;Não;Sim
BID2121/OC-BR;11965;Maringá;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Mobilidade Urbana do Município de Maringá.";19406.000699/2008-39;TA490909;22/09/2010;22/01/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;13.000.000,00;0,00;6.869.374,83;Não;Não
BID2137/OC-BR;11871;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Expansão e Melhoria da Assistência Especializada Saúde";17944.001929/2008-64;TA490108;22/12/2009;31/05/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;77.000.000,00;0,00;50.087.448,70;Não;Não
BID2147/OC-BR;11876;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Produção e Difusão de Inovações para a Competitividade de Arranjos Produtivos Locais -PROAPL";17944.000390/2008-26;TA530170;20/06/2011;20/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;10.000.000,00;0,00;4.004.056,11;Não;Não
BID2148/OC-BR;11921;Rio Grande do Norte;Estados;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Integração da Modernização da Administração Fiscal e Financeira";17944.001170/2008-10;TA508709;24/04/2013;13/05/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;7.000.000,00;0,00;4.846.661,58;Não;Não
BID2151/OC-BR;11858;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Apoio à Modernização e à Transparência da Gestão Fiscal";17944.001686/2008-64;TA508778;13/07/2010;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;15.000.000,00;0,00;8.300.028,82;Não;Não
BID2165/OC-BR;11904;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Sócio Ambiental dos Igarapés de Manaus-PROSAMIN I";17944.000498/2009-08;TA506611;01/09/2009;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;77.000.000,00;0,00;43.864.418,42;Não;Não
BID2169/OC-BR;11906;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Rodoviário - Ceará III";17944.002014/2008-76;TA482357;22/12/2009;30/06/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;158.620.000,00;0,00;103.103.000,00;Não;Não
BID2171/OC-BR;11872;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Rodoviário de Santa Catarina - Etapa V";17944.002153/2008-08;TA516481;09/04/2010;31/03/2013;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;50.000.000,00;0,00;30.681.818,12;Não;Não
BID2172/OC-BR;11915;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Gestão Fiscal do Estado de Santa Catarina - PROFISCO";17944.000281/2009-90;TA516494;01/09/2010;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;30.000.000,00;0,00;16.482.669,06;Não;Não
BID2184/OC-BR;12004;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"PROFISCO - Programa de Modernização Fiscal do Estado da Paraíba";17944.002060/2008-75;TA519715;18/05/2012;18/06/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;7.479.000,00;0,00;5.231.185,15;Não;Não
BID2200/OC-BR;11962;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Eletrificação Rural - PRONOROESTE";19405.000002/2006-78;TA516842;26/02/2010;15/05/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;10.000.000,00;0,00;5.652.173,89;Não;Sim
BID2202/OC-BR;12017;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Despoluição do Rio Tietê - Etapa III - SABESP";17944.000675/2009-48;TA523428;03/09/2010;03/06/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;600.000.000,00;0,00;446.750.659,17;Não;Não
BID2207/OC-BR;11964;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Integrado de Políticas Públicas de Juventude de Fortaleza.";17944.002003/2008-96;TA522679;03/09/2010;03/09/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;33.066.000,00;0,00;23.226.693,72;Não;Não
BID2221/OC-BR;11859;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Requalificação Urbana com Inclusão Social - PREURBIS";17944.001318/2008-16;TA525144;03/09/2010;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;59.400.000,00;0,00;10.309.896,01;Não;Não
BID2230/OC-BR;12019;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Apoio às Reformas Sociais do Ceará - PROARES";17944.001916/2008-95;TA478720;22/12/2009;28/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;45.000.000,00;0,00;29.885.992,19;Não;Não
