Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 09:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Modalidade de Contratação;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Encargos;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento;Contrato RRF
BID1961/OC-BR;11864;Toledo;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Desenvolvimento Sócio-Econômico Sustentável do Município de Toledo;19406.000412/2007-90;TA450533;23/07/2008;31/08/2013;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;7.333.700,00;0;4.033.535,00;Não;Não;Não
BID1979/OC-BR;11903;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Integrado Sócio-Ambiental - PISA;17944.000089/2008-12;TA461088;20/05/2009;20/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;83.270.000,00;0;38.466.423,96;Não;Não;Não
BID1980/OC-BR;12041;Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Urbano Ambiental Macambira Anicuns;17944.001017/2007-10;TA454621;16/09/2009;16/05/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;56.700.000,00;0;36.530.156,03;Não;Não;Não
BID1986/OC-BR;11902;Vitória;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Desenvolvimento Urbano e Inclusão Social de Vitória/ES;17944.000779/2007-91;TA460495;14/08/2008;30/12/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;39.100.000,00;0;20.956.196,92;Não;Não;Não
BID1990/OC-BR;11820;Belford Roxo;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Urbanização e Saneamento Ambiental de Belford Roxo;17944.001463/2007-16;TA454909;27/04/2009;30/06/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;13.200.000,00;0;6.076.439,00;Não;Não;Não
BID1998/OC-BR;11851;Belém;Municípios;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Saneamento da Bacia Estrada Nova - PROMABEM;17944.000457/2008-22;TA462192;02/04/2009;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;68.750.000,00;0;42.197.983,23;Não;Não;Não
BID2006/OC-BR;12039;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Social e Ambiental dos Igarapés de Manaus - PROSAMIM II;17944.001047/2008-07;TA469897;10/11/2008;30/06/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;154.000.000,00;0;92.401.855,68;Não;Não;Não
BID2009/OC-BR;11853;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Investimentos nos Transportes Metropolitanos -  Metrô - 2ª Fase da Linha 5-Lilás;17944.000002/2008-15;TA447419;05/08/2009;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;168.000.000,00;0;102.439.024,32;Não;Não;Não
BID2023/OC-BR;11959;BNDES;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;BID ;Amortizando;Programa de Crédito para Micro, Pequenas e Médias Empresas - Linha de Crédito Condicional (CCLIP) - 3ª Fase;10951.000893/2008-63;TA475410;19/03/2009;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;1.000.000.000,00;0;437.500.000,00;Não;Não;Não
BID2044/OC-BR;12040;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Modernização Fiscal do Estado do Ceará;17944.001466/2008-31;TA472235;20/05/2009;31/12/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;41.000.000,00;0;20.974.089,32;Não;Não;Não
BID2054/OC-BR;12016;Ponta Grossa;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Melhoramento da Infra-Estrutura Urbana do Município de Ponta Grossa;19406.000178/2008-81;TA481031;17/09/2010;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;7.500.000,00;0;4.860.935,21;Não;Não;Não
BID2077/OC-BR;11866;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Recuperação de Rodovias - Etapa III;17944.001464/2008-41;TA463370;05/08/2009;31/03/2015;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;194.000.000,00;0;121.250.000,00;Não;Não;Não
BID2078/OC-BR;11961;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Apoio à Modernização e Transparência Fiscal  - PROGEFAZ.;17944.001317/2007-91;TA478238;28/09/2009;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;10.000.000,00;0;4.791.975,80;Não;Não;Não
BID2081/OC-BR;11960;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento - PROCONFIS.;17944.001659/2008-91;TA482914;22/06/2009;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;409.000.000,00;0;190.866.666,71;Não;Não;Não
BID2117/OC-BR;11855;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Consolidação das Cadeias Produtivas - Minas do Princípio ao Fim;19405.000037/2006-15;TA392378;22/10/2009;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;10.000.000,00;0;4.508.930,15;Não;Sim;Não
BID2121/OC-BR;11965;Maringá;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Mobilidade Urbana do Município de Maringá.;19406.000699/2008-39;TA490909;22/09/2010;22/01/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% BID SCFL 1 + 0%;;USD;13.000.000,00;0;6.614.953,54;Não;Não;Não
BID2137/OC-BR;11871;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Expansão e Melhoria da Assistência Especializada Saúde;17944.001929/2008-64;TA490108;22/12/2009;31/05/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;77.000.000,00;0;48.161.008,37;Não;Não;Não
BID2147/OC-BR;11876;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Produção e Difusão de Inovações para a Competitividade de Arranjos Produtivos Locais -PROAPL;17944.000390/2008-26;TA530170;20/06/2011;20/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;10.000.000,00;0;4.004.056,11;Não;Não;Não
BID2148/OC-BR;11921;Rio Grande do Norte;Estados;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Projeto de Integração da Modernização da Administração Fiscal e Financeira;17944.001170/2008-10;TA508709;24/04/2013;13/05/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;7.000.000,00;0;4.635.937,17;Não;Não;Não
BID2151/OC-BR;11858;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Projeto de Apoio à Modernização e à Transparência da Gestão Fiscal;17944.001686/2008-64;TA508778;13/07/2010;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;15.000.000,00;0;7.811.791,83;Não;Não;Não
BID2165/OC-BR;11904;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Sócio Ambiental dos Igarapés de Manaus-PROSAMIN I;17944.000498/2009-08;TA506611;01/09/2009;30/06/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;77.000.000,00;0;42.109.841,68;Não;Não;Não
BID2169/OC-BR;11906;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Rodoviário - Ceará III;17944.002014/2008-76;TA482357;22/12/2009;30/06/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;158.620.000,00;0;99.137.500,00;Não;Não;Não
BID2171/OC-BR;11872;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Rodoviário de Santa Catarina - Etapa V;17944.002153/2008-08;TA516481;09/04/2010;31/03/2013;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;50.000.000,00;0;29.545.454,49;Não;Não;Não
BID2172/OC-BR;11915;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Gestão Fiscal do Estado de Santa Catarina - PROFISCO;17944.000281/2009-90;TA516494;01/09/2010;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;30.000.000,00;0;15.566.965,22;Não;Não;Não
BID2184/OC-BR;12004;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;PROFISCO - Programa de Modernização Fiscal do Estado da Paraíba;17944.002060/2008-75;TA519715;18/05/2012;18/06/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% BID SCFL 1 + 0%;;USD;7.479.000,00;0;4.982.081,09;Não;Não;Não
BID2200/OC-BR;11962;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Eletrificação Rural - PRONOROESTE;19405.000002/2006-78;TA516842;26/02/2010;15/05/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;10.000.000,00;0;5.652.173,89;Não;Sim;Não
BID2202/OC-BR;12017;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Despoluição do Rio Tietê - Etapa III - SABESP;17944.000675/2009-48;TA523428;03/09/2010;03/06/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;600.000.000,00;0;430.795.278,49;Não;Não;Não
BID2207/OC-BR;11964;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Integrado de Políticas Públicas de Juventude de Fortaleza.;17944.002003/2008-96;TA522679;03/09/2010;03/09/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;33.066.000,00;0;22.397.168,95;Não;Não;Não
BID2221/OC-BR;11859;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Requalificação Urbana com Inclusão Social - PREURBIS;17944.001318/2008-16;TA525144;03/09/2010;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;59.400.000,00;0;9.941.685,44;Não;Não;Não
BID2230/OC-BR;12019;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Apoio às Reformas Sociais do Ceará - PROARES;17944.001916/2008-95;TA478720;22/12/2009;28/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;45.000.000,00;0;28.736.530,95;Não;Não;Não
BID2232/OC-BR;11856;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Projeto de Fortalecimento Institucional para Modernização da Gestão Fiscal -PROFORT-PROFISCO-MG;17944.000576/2009-66;TA520181;26/02/2010;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;40.000.000,00;0;20.645.161,30;Não;Sim;Não
BID2236/OC-BR;11967;BNDES;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;BID ;Amortizando;Programa BNDES de Crédito Multissetorial de Apoio às Micro, Pequenas e Médias Empresas - CCLIP II;10951.000963/2009-64;TA521186;13/12/2010;30/06/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;1.000.000.000,00;0;562.500.000,00;Não;Não;Não
BID2245/OC-BR;11911;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Plano de Desenvolvimento da Administração Fazendária - PROFAZ;17944.000526/2009-89;TA519097;05/11/2010;31/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;21.992.000,00;0;9.464.333,75;Não;Não;Não
BID2246/OC-BR;11918;Curitiba;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Integrado de Desenvolvimento Social e Urbano de Curitiba-PR;19406.000743/2008-19;TA474021;10/09/2010;10/01/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;50.000.000,00;0;32.940.364,86;Não;Não;Não
BID2258/OC-BR;12006;Aracaju;Municípios;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa Integrado de Desenvolvimento Urbano e Inclusão Social;17944.002103/2008-12;TA529789;22/07/2011;06/06/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;30.250.000,00;0;17.352.959,83;Não;Não;Não
BID2267/OC-BR;12018;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Desenvolvimento e Inclusão Socioambiental de Manaus - PROURBIS;17944.000586/2009-00;TA521893;28/05/2010;30/06/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;50.000.000,00;0;31.880.622,96;Não;Não;Não
BID2268/OC-BR;11912;Catanduva;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Desenvolvimento Urbano Integrado de Catanduva;17944.001872/2008-01;TA525055;21/12/2010;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;8.439.000,00;0;5.696.325,00;Não;Não;Não
BID2281/OC-BR;11920;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Acesso ao Município - PROACESSO II;17944.000924/2009-03;TA525216;30/09/2010;31/05/2014;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;50.000.000,00;0;32.142.857,15;Não;Sim;Não
BID2295/OC-BR;11878;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Programa de Desenvolvimento Ambiental da Bahia - PDA;17944.001925/2008-86;TA534791;27/06/2012;20/02/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;10.000.000,00;0;7.357.670,28;Não;Não;Não
BID2304/OC-BR;11874;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Projeto de Fortalecimento da Gestão Fiscal do Estado do Maranhão - PROFIS;17944.000925/2009-40;TA532426;29/09/2010;31/12/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;13.200.000,00;0;7.232.353,26;Não;Não;Não
BID2305/OC-BR;11873;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;BID ;Amortizando;Projeto de Expansão da Linha 5 (Lilás) do Metrô de São Paulo;17944.001366/2009-95;TA531878;03/09/2010;11/09/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;;USD;480.958.000,00;0;364.445.893,08;Não;Não;Não
