Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 19/11/2019 14:44
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 18/11/2019

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
BID3241/OC-BR;11941;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Oportunidades e Direitos do Estado do Rio Grande do Sul (POD)";17944.001477/2012-05;Linha171;01/09/2014;01/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;50.000.000,00;12.857.269,00;37.142.731,00;
BID3262/OC-BR;11888;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"PROSUS - Programa de Fortalecimento do Sistema Único de Saúde na Região Metropolitana de Salvador";17944.000972/2014-24;Linha175;30/12/2014;30/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;200.000.000,00;47.739.398,69;152.260.601,31;
BID3276/OC-BR;11977;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Investimento Rodoviário do Estado de São Paulo - 2ª Fase.";17944.000682/2014-15;linha173;23/09/2014;23/11/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;480.135.000,00;238.922.199,19;235.186.378,89;
BID3279/OC-BR;12634;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Projeto Estado Presente";17944.000998/2014-07;TA700768;28/12/2017;28/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;56.000.000,00;45.121.209,00;10.878.791,00;
BID3289/OC-BR;11942;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Transporte Urbano de Fortaleza II";17944.001173/2014-00;Linha176;24/02/2016;24/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;57.908.000,00;8.327.185,94;49.580.814,06;
BID3303/OC-BR;12635;Belém;Municípios;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Saneamento Básico da Bacia da Estrada Nova - PROMABEN II";17944.000422/2014-31;TA684011;28/12/2017;28/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;125.000.000,00;121.722.473,14;3.277.526,86;
BID3395/OC-BR;11931;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa Viário de Integração e Logística ¿ CEARÁ IV 2ª Fase";17944.001639/2014-69;LINHA179;01/06/2016;01/06/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;200.000.000,00;91.328.250,49;108.671.749,51;
BID3397/OC-BR;12398;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"PROEMEM - Projeto de Expansão e Melhoria Educacional da Rede Pública Municipal de Manaus";17944.001528/2014-52;TA713366;14/07/2017;14/07/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;52.000.000,00;41.932.775,93;10.067.224,07;
BID3400/OC-BR;11978;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Fortalecimento do Sistema Único de Saúde.";17944.001633/2014-91;linha178;17/05/2016;17/05/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;59.050.000,00;20.336.782,77;38.713.217,23;
BID3408/OC-BR;11890;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Apoio às Reformas Sociais do Ceará ¿ PROARES III 1ª Etapa";17944.001706/2014-45;Linha180;01/06/2016;01/06/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;50.000.000,00;32.081.964,50;17.918.035,50;
BID3410/OC-BR;12399;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Projeto Viva Cidade II - Revitalização Ambiental e Urbana do Município de Joinvile";17944.001652/2014-18;TA718172;01/08/2017;01/08/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;70.000.000,00;69.889.944,06;110.055,94;
BID3630/OCBR;12396;Campo Grande;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Desenvolvimento Integrado - Viva Campo Grande II";17944.000894/2015-75;TA754167;12/05/2017;12/05/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;56.000.000,00;40.229.000,00;15.771.000,00;
BID3678/OC-BR;12633;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Fortalecimento da Inclusão Social e Redes de Atenção - PROREDES";17944.000970/2015-42;TA761400;28/12/2017;28/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;65.475.000,00;47.156.641,32;18.318.358,68;
BID3682/OCBR;12397;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Prodetur - Programa Nacional de Desenvolvimento Turístico";17944.000235/2016-10;TA767010;06/06/2017;06/06/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;52.512.340,00;50.310.340,00;2.202.000,00;
BID3703/OC-BR;12632;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Expansão e Melhoria da Assistência Especializada à Saúde no Estado do Ceará II - PROEXMAES II";17944.000527/2016-52;TA770328;28/12/2017;28/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;123.000.000,00;98.933.664,90;24.066.335,10;
BID3708/OC-BR;12681;Santo André;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Mobilidade Urbana Sustentável de Santo André";17944.000032/2016-23;TA774993;16/07/2018;16/07/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;25.000.000,00;24.107.066,46;892.933,54;
BID4299/OC-BR;12631;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa Estratégico de Infraestrutura e Logística de Transportes do Paraná";17944.000200/2017-61;TA808347;20/12/2017;20/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;235.000.000,00;229.320.057,09;5.679.942,91;
BID4302/OC-BR;12688;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Projeto Novo Mané Dendê";17944.000632/2017-72;TA808820;26/06/2018;26/06/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;67.500.000,00;66.300.000,00;1.200.000,00;
BID4358/OC-BR;12686;FINEP;Estatais Federais;00;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Desembolsando;"Programa Inovar como Indutora do Crescimento Brasileiro em Setores Estratégicos";17944.100771/2017-03;TA811823;01/08/2018;01/08/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;600.000.000,00;301.328.269,18;298.671.730,82;
BID4404/OC-BR;12711;CELESC-SC;Entidades Estaduais Controladas;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Investimento em Infraestrutura Energética da CELESC - BID";17944.100691/2017-40;TA825422;31/10/2018;31/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;276.051.000,00;195.972.368,95;80.078.631,05;
BID4436/OC-BR;12712;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Modernização da Gestão Fiscal do Estado do Ceará - PROFISCO II - CE";17944.101735/2017-59;TA819620;17/10/2018;17/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;70.000.000,00;61.298.992,07;8.701.007,93;
BID4444/OC-BR;12713;João Pessoa;Municípios;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Desenvolvimento Urbano Integrado e Sustentável do Município de João Pessoa";17944.101365/2017-50;TA818750;20/12/2018;20/05/2024;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;100.000.000,00;100.000.000,00;0,00;
BID4445/OC-BR;12714;Maracanaú;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Transporte e Logística Urbana de Maracanaú";17944.101380/2017-06;TA824359;16/11/2018;16/11/2023;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;31.784.500,00;31.784.500,00;0,00;
BID4458/OC-BR;12763;Maranhão;Estados;MA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Projeto de modernização da gestão fiscal do Estado do Maranhão - PROFISCO II - MA";17944.101976/2017-06;TA819138;21/02/2019;21/02/2024;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;35.000.000,00;35.000.000,00;0,00;
BID4459/OC-BR;12762;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Projeto de Modernização da Gestão Fiscal do Estado do Pará - PROFISCO II - PA";17944.102243/2017-81;TA821599;19/02/2019;19/02/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;35.100.000,00;32.678.245,24;2.421.754,76;
BID4460/OC-BR;12756;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Projeto de Modernização da Gestão Fiscal do Estado do Piauí - PRODAF";17944.101974/2017-17;TA820100;22/01/2019;22/01/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;44.935.000,00;41.927.850,00;3.007.150,00;
BID4617/OC-BR;12858;Vitória;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Requalificação Urbana e Segurança Cidadã - Lei Municipal nº 9.054, de 28/11/2016";17944.106394/2018-99;TA836815;12/08/2019;12/08/2024;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;100.000.000,00;100.000.000,00;0,00;
BID4641/OC-BR;12857;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Projeto de Reestruturação e Qualificação das Redes Assistenciais da Cidade de São Paulo - Avança Saúde SP - Lei Municipal nº 16.757, de 14 de novembro de 2017.";17944.107542/2018-92;TA837204;19/06/2019;19/06/2024;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;100.000.000,00;100.000.000,00;0,00;
BID649/OC-BR;11946;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"A definir.";00101.680073/7691-33;linha008;27/01/1993;31/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,63%, Tranche Prevista 1: 4,63%;USD;115.000.000,00;0,00;0,00;
BID713/OC-BR;11881;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;"A Definir";10168.005883/1992-31;Linha006;17/12/1992;20/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CPS BID + 0%, Tranche Prevista 1: 100% CPS BID + 0%;USD;400.000.000,00;0,00;0,00;
BID776/OC-BR;11836;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa para o Gerenciamento Ambiental da Bacia Hidrográfica do Guaíba (Primeira Etapa)";00109.510000/3893-88;Linha015;26/07/1995;30/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;110.200.000,00;0,00;6.953.209,93;
BID782/OC-BR;11832;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"A definir";10951.000077/1993-30;TA417268;09/03/1994;30/06/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,63%, Tranche Prevista 1: 4,63%;USD;300.000.000,00;0,00;0,00;
BID841/OC-BR;12021;Banco do Nordeste;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Externa;BID;Organismos Multilaterais;Dispensa - Resolução do SF nº 96, de 15.12.1989;Amortizando;"A definir";10951.000783/1994-35;CR721009;12/12/1994;15/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 100% BID SCL 1 + 0%;USD;400.000.000,00;0,00;14.469.957,33;
BID844/OC-BR;11949;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto Sul de Trens Metropolitanos de São Paulo";00101.680052/6294-56;linha023;06/04/1997;09/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;420.000.000,00;0,00;67.660.445,33;
BID849/OC-BR;12656;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"A definir.";00101.680052/3894-71;linha013;10/01/1995;30/04/2018;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 4%, Tranche Efetiva 2: 100% SCFLibor10 + 0%, Tranche Prevista 1: 100% SCFLibor10 + 0%;USD;302.000.000,00;0,00;10.291.986,73;
BID858/OC-BR;11829;Rio de Janeiro;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Mapeamento Digital e Drenagem Urbana para o Município do Rio de Janeiro - Baía da Guanabara";00109.510008/7094-38;LINHA014;08/05/1995;27/05/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% SCFLibor10 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;29.055.555,51;0,00;977.514,67;
BID865/SF-BR;11826;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"A definir";99999.999999/9999-99;LINHA003;28/02/1992;07/01/1998;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4%, Tranche Prevista 1: 4%;USD;15.600.000,00;0,00;0,00;
BID878/OC-BR;11830;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Saneamento Ambiental da Baía de Todos os Santos";00109.510004/8695-71;LINHA019;01/03/1996;31/05/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% BID SCFL 1 + 0%, Tranche Efetiva 2: 100% SCFLibor10 + 0%, Tranche Efetiva 3: 100% BID SCFL 1 + 0%, Tranche Prevista 1: 100% BID SCFL 1 + 0%;USD;68.708.619,08;0,00;27.555.533,39;
BID892/SF-BR;11831;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"A definir";00101.680056/0692-00;linha005;09/12/1992;11/12/2001;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 3%, Tranche Prevista 1: 3%;USD;39.900.000,00;0,00;0,00;
